Completed,Difference,Fate,Hull_Number,Laid_Down,Launched,Name,Namesake,Shipyard,Type
1945-04-19,86.0,,174,1945-01-23,1945-03-06,Furman Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-04-20,74.0,,645,1945-02-05,1945-03-26,East Point Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-04-20,79.0,,592,1945-01-31,1945-03-21,Oberlin Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-04-21,66.0,,741,1945-02-14,1945-03-28,Mills Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-04-23,80.0,,778,1945-02-02,1945-03-30,Cornell Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-04-24,62.0,"To U.S. Army 1945 as Corporal Eric G. Gibson, scuttled 1967 in the Atlantic with obsolete equipment",2349,1945-02-21,1945-04-06,Mary Cullom Kimbro,Mary Cullom Kimbro,J A Jones Construction Co (Panama City),Cargo
1945-04-24,61.0,"Sold private 1947, scrapped 1968",3107,1945-02-22,1945-04-14,Elwin F Knowles,Elwin F. Knowles,New England Shipbuilding Corp,Cargo
1945-04-24,73.0,,646,1945-02-10,1945-03-29,Woodbridge Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-04-25,67.0,,742,1945-02-17,1945-03-31,Barnard Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-04-25,69.0,,180,1945-02-15,1945-03-30,Willamette Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-04-25,75.0,,779,1945-02-09,1945-04-02,Wooster Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-04-26,73.0,Scrapped 1971,3114,1945-02-12,1945-04-14,Leif M Olson,Leif M. Olson,New England Shipbuilding Corp,Cargo
1945-04-27,129.0,"Sold private 1947, sunk 1969",2824,1944-12-19,1945-02-28,Sewanee Seam ,Sewanee Seam,Delta Shipbuilding Co,Collier
1945-04-28,67.0,,181,1945-02-20,1945-04-03,Reed Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-04-28,65.0,,743,1945-02-22,1945-04-04,Radcliffe Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-04-28,74.0,,780,1945-02-13,1945-04-05,Calvin Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-04-28,77.0,,593,1945-02-10,1945-03-28,Tulane Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-02,66.0,,744,1945-02-25,1945-04-07,Drexel Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-02,69.0,"Sold private 1947, scrapped 1972",3108,1945-02-22,1945-04-14,Ernest L Dawson,Ernest L. Dawson,New England Shipbuilding Corp,Cargo
1945-05-02,82.0,,179,1945-02-09,1945-03-27,Temple Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-02,76.0,,647,1945-02-15,1945-04-06,Rock Hill Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-04,77.0,,781,1945-02-16,1945-04-11,Vanderbilt Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-04,100.0,"Sold private 1951, scrapped 1966",2845,1945-01-24,1945-02-28,Laurence J Gallagher,Laurence J. Gallagher,Delta Shipbuilding Co,Cargo
1945-05-04,70.0,,182,1945-02-23,1945-04-06,Simmons Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-07,68.0,,745,1945-02-28,1945-04-11,Alfred Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-08,70.0,,183,1945-02-27,1945-04-10,Capital Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-08,116.0,"Sold private 1947, scrapped 1970",2847,1945-01-12,1945-03-13,Merrimac Seam ,Merrimac Seam,Delta Shipbuilding Co,Collier
1945-05-08,78.0,,648,1945-02-19,1945-04-12,Fayetteville Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-09,76.0,,782,1945-02-22,1945-04-14,Pratt Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-09,67.0,,746,1945-03-03,1945-04-14,Pan American Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-09,74.0,,650,1945-02-24,1945-04-10,Brandon Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-10,71.0,,594,1945-02-28,1945-03-31,Wake Forest Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-11,70.0,,184,1945-03-02,1945-04-13,Knox Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-12,78.0,,649,1945-02-23,1945-04-17,Westbrook Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-12,65.0,,747,1945-03-08,1945-04-18,Trinity Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-12,76.0,,783,1945-02-25,1945-04-19,Cooper Union Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-15,70.0,,185,1945-03-06,1945-04-17,Lawrence Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-15,70.0,,652,1945-03-06,1945-04-20,William and Mary Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-16,63.0,"Sold private 1947, scrapped 1968",3109,1945-03-14,1945-05-03,Oliver Westover,Oliver Westover,New England Shipbuilding Corp,Cargo
1945-05-16,77.0,,784,1945-02-28,1945-04-23,Occidental Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-16,66.0,,748,1945-03-11,1945-04-21,Park Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-16,111.0,"Sold private 1947, scrapped 1965",2844,1945-01-25,1945-03-20,Redstone Seam ,Redstone Seam,Delta Shipbuilding Co,Collier
1945-05-18,70.0,,186,1945-03-09,1945-04-20,Western Reserve Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-19,72.0,,595,1945-03-08,1945-04-11,Denison Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-19,66.0,,749,1945-03-14,1945-04-25,Fisk Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-19,78.0,,785,1945-03-02,1945-04-27,Villanova Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-19,87.0,"Sold private 1947, scrapped 1967",3117,1945-02-21,1945-04-19,Lesvos,Charles H. Shaw,New England Shipbuilding Corp,Cargo
1945-05-22,75.0,,653,1945-03-08,1945-04-28,Georgetown Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-22,80.0,,651,1945-03-03,1945-04-24,Rushville Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-23,70.0,"Sold private 1947, scrapped 1970",3118,1945-03-14,1945-04-03,Dodekanisos,Frederick Austin,New England Shipbuilding Corp,Cargo
1945-05-23,67.0,,750,1945-03-17,1945-04-28,Grove City Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-23,78.0,,786,1945-03-06,1945-04-30,Southwestern Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-24,107.0,"Sold private 1947, scrapped 1967",2846,1945-02-06,1945-04-03,Jewell Seam ,Jewell Seam,Delta Shipbuilding Co,Collier
1945-05-25,74.0,,816,1945-03-12,1945-05-02,Antioch Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-26,78.0,,787,1945-03-09,1945-05-02,Bates Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-26,65.0,,751,1945-03-22,1945-05-02,Hope Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-26,74.0,,187,1945-03-13,1945-04-24,Whitman Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-28,70.0,,818,1945-03-19,1945-05-03,Vassar Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-29,74.0,,188,1945-03-16,1945-04-28,Macalester Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-05-30,66.0,,752,1945-03-25,1945-05-05,Lafayette Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-30,77.0,,596,1945-03-14,1945-04-19,St. John's Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-05-30,75.0,,817,1945-03-16,1945-05-07,Williams Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-05-31,112.0,"Sold private 1947, scrapped 1965",2849,1945-02-08,1945-04-07,Bon Air Seam ,Bon Air Seam,Delta Shipbuilding Co,Collier
1945-05-31,78.0,,788,1945-03-14,1945-05-08,Ouachita Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-05-31,72.0,"To U.S. Navy 1954 as Guardian (YAGR-1), scrapped 1971",3137,1945-03-20,1945-05-08,James G Squires,James G. Squires,J A Jones Construction Co (Panama City),Cargo
1945-06-02,65.0,"Sold private 1947, wrecked 1965 and scrapped",3112,1945-03-29,1945-05-22,Allen G Collins,Allen G. Collins,New England Shipbuilding Corp,Cargo
1945-06-02,73.0,,189,1945-03-21,1945-05-03,Coe Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-02,65.0,,753,1945-03-29,1945-05-09,Marquette Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-05,74.0,,819,1945-03-23,1945-05-12,M.I.T. Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-05,70.0,,682,1945-03-27,1945-05-08,Tuskegee Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-06,67.0,,754,1945-03-31,1945-05-12,Hunter Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-07,82.0,,789,1945-03-17,1945-05-12,Queens Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-07,105.0,"Sold private 1947, scrapped 1968",2850,1945-02-22,1945-04-18,Glamorgan Seam ,Glamorgan Seam,Delta Shipbuilding Co,Collier
1945-06-08,71.0,,822,1945-03-29,1945-05-14,Howard Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-08,70.0,,683,1945-03-30,1945-05-11,Union Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-09,65.0,,755,1945-04-05,1945-05-16,Augustana Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-09,72.0,"Sold private 1947, wrecked 1963 and scrapped",3113,1945-03-29,1945-05-22,John Robert Gordon,John Robert Gordon,New England Shipbuilding Corp,Cargo
1945-06-11,75.0,"To U.S. Navy 1954 as Picket (YAGR-7), scrapped 1978",3138,1945-03-28,1945-05-17,James F Harrell,James F. Harrell,J A Jones Construction Co (Panama City),Cargo
1945-06-11,81.0,,790,1945-03-22,1945-05-17,Winthrop Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-12,78.0,,820,1945-03-26,1945-05-16,N.Y.U. Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-12,70.0,,684,1945-04-03,1945-05-15,Clark Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-13,66.0,,756,1945-04-08,1945-05-19,Berry Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-15,80.0,,791,1945-03-27,1945-05-19,Niagara Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-15,72.0,,823,1945-04-04,1945-05-21,Marshall Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-16,113.0,"Sold private 1947, disposition unknown",2851,1945-02-23,1945-04-21,Sewell Seam ,Sewell Seam,Delta Shipbuilding Co,Collier
1945-06-16,65.0,,757,1945-04-12,1945-05-23,Drake Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-18,73.0,,685,1945-04-06,1945-05-19,Skidmore Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-18,72.0,,821,1945-04-07,1945-05-22,Maritime Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-20,65.0,"Sold private 1947, exploded and burnt 1965, scrapped",3115,1945-04-16,1945-06-08,Harold H Brown,Harold H. Brown,New England Shipbuilding Corp,Cargo
1945-06-20,82.0,,792,1945-03-30,1945-05-24,American Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-20,67.0,,758,1945-04-14,1945-05-26,Phillips Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-21,72.0,,686,1945-04-10,1945-05-22,Seton Hall Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-22,72.0,,824,1945-04-11,1945-05-24,Smith Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-23,71.0,,687,1945-04-13,1945-05-29,Oglethorpe Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-23,81.0,,793,1945-04-03,1945-05-28,Wayne Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-23,66.0,,759,1945-04-18,1945-05-30,New World Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-25,73.0,,825,1945-04-13,1945-05-29,Stevens Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-25,116.0,"Sold private 1947, scrapped 1967",2832,1945-03-01,1945-04-25,Herrin Seam ,Herrin Seam,Delta Shipbuilding Co,Collier
1945-06-25,81.0,"To U.S. Navy 1954 as Lookout (YAGR-2), scrapped 1970",3139,1945-04-05,1945-05-24,Claude Kitchin,Claude Kitchin,J A Jones Construction Co (Panama City),Cargo
1945-06-27,66.0,,760,1945-04-22,1945-06-02,Adelphi Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-27,67.0,,827,1945-04-21,1945-05-31,Kings Point Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-27,83.0,,794,1945-04-05,1945-05-31,Lane Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-29,73.0,,688,1945-04-17,1945-06-02,Gonzaga Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-06-30,80.0,,795,1945-04-11,1945-06-05,Kenyon Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-06-30,75.0,"Sold private 1947, scrapped 1965",3116,1945-04-16,1945-06-08,Stanley R Fisher,Stanley R. Fisher,New England Shipbuilding Corp,Cargo
1945-06-30,121.0,"Sold private 1947, scrapped 1972",2853,1945-03-01,1945-04-28,Pocahontas Seam ,Pocahontas Seam,Delta Shipbuilding Co,Collier
1945-06-30,73.0,,826,1945-04-18,1945-06-02,Goucher Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-06-30,77.0,"To U.S. Navy 1954 as Outpost (YAGR-10), scrapped 1970",3140,1945-04-14,1945-06-08,Francis J O'Gara,Francis J. O'Gara,J A Jones Construction Co (Panama City),Cargo
1945-06-30,100.0,,702,1945-03-22,1945-04-28,MacMurray Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-06-30,94.0,,703,1945-03-28,1945-05-07,Northeastern Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-03,74.0,,689,1945-04-20,1945-06-07,Linfield Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-03,68.0,,761,1945-04-26,1945-06-06,Drury Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-05,71.0,,828,1945-04-25,1945-06-09,Hood Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-06,83.0,,796,1945-04-14,1945-06-09,Wabash Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-07-06,69.0,,762,1945-04-28,1945-06-09,Allegheny Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-09,117.0,"Sold private 1947, scrapped 1963",2855,1945-03-14,1945-05-08,Powellton Seam ,Powellton Seam,Delta Shipbuilding Co,Collier
1945-07-10,71.0,,829,1945-04-30,1945-06-11,Tusculum Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-10,68.0,,763,1945-05-03,1945-06-13,Earlham Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-11,78.0,,690,1945-04-24,1945-06-12,Midland Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-12,79.0,,797,1945-04-24,1945-06-16,Rice Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-07-13,93.0,,704,1945-04-11,1945-05-15,Fenn Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-13,70.0,,831,1945-05-04,1945-06-13,Sheepshead Bay Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-14,77.0,,691,1945-04-28,1945-06-17,Drew Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-16,68.0,Scrapped 1974,3141,1945-05-09,1945-06-22,Frank Flowers,Frank Flowers,J A Jones Construction Co (Panama City),Cargo
1945-07-17,78.0,,706,1945-04-30,1945-06-06,Catawba Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-18,119.0,"Sold private 1947 and became the Malden. In 1964 the Malden was cut down in New Orleans to become the Eastern 3, a barge, and was used as a dock in Sept Iles, Quebec. As of 2013/2014 the hull has been beached and is visible on Google Earth.",2852,1945-03-21,1945-05-17,Beckley Seam ,Beckley Seam,Delta Shipbuilding Co,Collier
1945-07-18,76.0,,830,1945-05-03,1945-06-16,Stetson Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-18,82.0,,798,1945-04-27,1945-06-20,Whittier Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-07-18,73.0,,764,1945-05-06,1945-06-16,Asbury Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-20,78.0,,692,1945-05-03,1945-06-21,Alma Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-21,72.0,,765,1945-05-10,1945-06-20,Canton Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-23,76.0,,832,1945-05-08,1945-06-20,Haverford Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-24,84.0,,799,1945-05-01,1945-06-23,Meredith Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-07-24,95.0,,705,1945-04-20,1945-05-25,Hobart Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-24,77.0,,693,1945-05-08,1945-06-26,Middlesex Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-25,74.0,,766,1945-05-12,1945-06-23,Lindenwood Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-25,112.0,"Sold private 1947, scrapped 1971",2854,1945-04-04,1945-06-02,Eagle Seam ,Eagle Seam,Delta Shipbuilding Co,Collier
1945-07-26,72.0,,834,1945-05-15,1945-06-23,C.C.N.Y. Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-27,70.0,"To U.S. Navy 1954 as Interdictor (YAGR-13), sold private 1974",3142,1945-05-18,1945-06-29,Edwin H Duff,Edwin H. Duff,J A Jones Construction Co (Panama City),Cargo
1945-07-27,77.0,,694,1945-05-11,1945-06-30,South Bend Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-28,86.0,,800,1945-05-03,1945-06-28,Pacific Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-07-28,72.0,,712,1945-05-17,1945-06-27,Enid Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-07-30,77.0,,833,1945-05-14,1945-06-26,Webster Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-31,77.0,,695,1945-05-15,1945-07-05,Coffeyville Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-07-31,75.0,,835,1945-05-17,1945-07-02,Rollins Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-07-31,113.0,"Sold private 1947, scrapped 1962",2857,1945-04-09,1945-06-12,Banner Seam ,Banner Seam,Delta Shipbuilding Co,Collier
1945-08-02,86.0,,801,1945-05-08,1945-07-01,Amarillo Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-08-02,90.0,"To U.S. Navy as Georgetown (AG-165) 1962, scrapped 1971",3125,1945-05-04,1945-07-10,Robert W Hart,Robert W. Hart,New England Shipbuilding Corp,Cargo
1945-08-04,80.0,,708,1945-05-16,1945-06-23,Hillsdale Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-04,77.0,,713,1945-05-19,1945-06-30,San Mateo Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-06,90.0,,707,1945-05-08,1945-06-15,Hamilton Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-06,76.0,,836,1945-05-22,1945-07-06,Wilson Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-08-07,80.0,,696,1945-05-19,1945-07-10,Norwalk Victory,,Oregon Shipbuilding Corp,VC2-S-AP5
1945-08-08,75.0,Burnt and sank in the North Atlantic 1948,3143,1945-05-25,1945-07-09,Joseph V Connolly,Joseph V. Connolly,J A Jones Construction Co (Panama City),Cargo
1945-08-08,76.0,,714,1945-05-24,1945-07-04,Greeley Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-08,88.0,,802,1945-05-12,1945-07-07,Pine Bluff Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-08-10,77.0,,838,1945-05-25,1945-07-09,Gustavus Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-08-13,78.0,,715,1945-05-27,1945-07-07,Berwyn Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-14,102.0,"To U.S. Navy as Jamestown (AG-166) 1962, scrapped 1970",3126,1945-05-04,1945-07-10,J Howland Gardner,J. Howland Gardner,New England Shipbuilding Corp,Cargo
1945-08-14,77.0,,697,1945-05-29,1945-07-19,Chelsea Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-08-15,84.0,,837,1945-05-23,1945-07-12,Muhlenberg Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-08-17,92.0,,803,1945-05-17,1945-07-13,Tucson Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-08-17,120.0,"Sold private 1947, scrapped 1963",2856,1945-04-19,1945-06-16,Chilton Seam ,Chilton Seam,Delta Shipbuilding Co,Collier
1945-08-17,78.0,,716,1945-05-31,1945-07-11,Battle Creek Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-20,77.0,,717,1945-06-04,1945-07-14,Great Falls Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-21,88.0,,709,1945-05-25,1945-07-03,Ripon Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-22,84.0,,839,1945-05-30,1945-07-14,Hampden-Sydney Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-08-22,74.0,Scrapped 1972,3144,1945-06-09,1945-07-21,Walter W Schwenk,Walter W. Schwenk,J A Jones Construction Co (Panama City),Cargo
1945-08-25,124.0,"Sold private 1947, wrecked and scrapped 1972",2859,1945-04-23,1945-06-28,Imboden Seam ,Imboden Seam,Delta Shipbuilding Co,Collier
1945-08-25,98.0,,804,1945-05-19,1945-07-17,Roswell Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-08-25,85.0,,840,1945-06-01,1945-07-20,Waycross Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-08-25,78.0,,718,1945-06-08,1945-07-18,Lakeland Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-27,76.0,,719,1945-06-12,1945-07-21,Owensboro Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-27,97.0,,860,1945-05-22,1945-07-14,Bronx,,Oregon Shipbuilding Corp,VC2-S-AP5
1945-08-27,81.0,,698,1945-06-07,1945-07-28,Binghampton Victory,,Oregon Shipbuilding Corp,VC2-S-AP3
1945-08-28,96.0,,805,1945-05-24,1945-07-21,Bloomington Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-08-29,86.0,,841,1945-06-04,1945-07-24,Altoona Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-08-30,77.0,,720,1945-06-14,1945-07-25,Waltham Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-30,84.0,,710,1945-06-07,1945-07-14,Carthage Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-08-30,94.0,,806,1945-05-28,1945-07-26,Bessemer Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-08-31,100.0,"To U.S. Navy as Oxford (AG-159) 1960, scrapped 1970",3127,1945-05-23,1945-07-31,Samuel R Aitken,Samuel R. Aitken,New England Shipbuilding Corp,Cargo
1945-08-31,69.0,"To U.S. Army as Sturgis (MH-1A) 1964, a floating nuclear plant, NDRF",3145,1945-06-23,1945-08-13,Charles H Cugle,Charles H. Cugle,J A Jones Construction Co (Panama City),Cargo
1945-08-31,127.0,"Sold private 1947, wrecked and scrapped 1969",2840,1945-04-26,1945-06-29,Streator Seam ,Streator Seam,Delta Shipbuilding Co,Collier
1945-08-31,83.0,,842,1945-06-09,1945-07-26,Waterbury Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-09-05,96.0,,807,1945-06-01,1945-08-03,North Platte Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-09-06,84.0,,844,1945-06-14,1945-07-31,Barre Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-09-10,90.0,,843,1945-06-12,1945-08-06,Nashua Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-09-10,96.0,,808,1945-06-06,1945-08-09,Oshkosh Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-09-12,135.0,"Sold private 1947, disposition unknown",2862,1945-04-30,1945-07-11,Pittsburgh Seam ,Pittsburgh coal seam,Delta Shipbuilding Co,Collier
1945-09-13,89.0,,711,1945-06-16,1945-07-19,Newberry Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-09-15,115.0,Scrapped 1971,3128,1945-05-23,1945-07-31,Lorenzo C McCarthy,Lorenzo C. McCarthy,New England Shipbuilding Corp,Cargo
1945-09-15,98.0,,809,1945-06-09,1945-08-14,Hattiesburg Victory,,California Shipbuilding Corp,VC2-S-AP2
1945-09-15,89.0,,721,1945-06-18,1945-07-28,Burbank Victory,,Permanente Metals Co Yard,VC2-S-AP2
1945-09-17,91.0,,845,1945-06-18,1945-08-06,Spartanburg Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
1945-09-19,81.0,Scrapped 1968,3146,1945-06-30,1945-08-28,Robert F Burns,Robert F. Burns,J A Jones Construction Co (Panama City),Cargo
1945-09-20,87.0,,847,1945-06-25,1945-08-15,Lynn Victory,,Bethlehem-Fairfield Shipyards,VC2-S-AP2
