Name,Type,Hull_Number,Shipyard,Laid_Down,Launched,Completed,Difference,Namesake,Fate
Samtruth,Cargo,2633,Bethlehem-Fairfield Shipyards,1944-04-10,1944-05-12,1944-05-23,43.0,Samtruth,"Sold private 1947, scrapped 1975"
Nicholas D Labadie,Cargo,2929,Todd Houston Shipbuilding Corp,1944-03-31,1944-05-11,1944-05-23,53.0,Nicholas D. Labadie,Scrapped 1962
Samfreedom,Cargo,2632,Bethlehem-Fairfield Shipyards,1944-04-08,1944-05-10,1944-05-23,45.0,Samfreedom,"Sold private 1947, scrapped 1971"
William Sproule,Cargo,2286,Permanente Metals Co Yard,1944-04-25,1944-05-15,1944-05-24,29.0,William Sproule,"Sold private 1947, scrapped 1963"
Norman J Colman,Cargo,2285,Permanente Metals Co Yard,1944-04-23,1944-05-13,1944-05-25,32.0,Norman J. Colman,Scrapped 1971
Samlorian,Cargo,2358,J A Jones Construction Co (Brunswick),1944-04-01,1944-05-14,1944-05-26,55.0,Samlorian,"Sold private 1947, scrapped 1966"
Arthur St Clair,Cargo,2930,Todd Houston Shipbuilding Corp,1944-04-05,1944-05-15,1944-05-26,51.0,Arthur St. Clair,Scrapped 1963
George Crile,Cargo,2684,Permanente Metals Co Yard,1944-04-27,1944-05-17,1944-05-26,29.0,George Crile,Scrapped 1972
Ralph T O'Neil,Cargo,2685,Permanente Metals Co Yard,1944-04-29,1944-05-19,1944-05-26,27.0,Ralph T. O'Neil,Scrapped 1966
Joseph I Kemp,Cargo,3027,New England Shipbuilding Corp,1944-04-05,1944-05-16,1944-05-26,51.0,Joseph I. Kemp,"Sold private 1947, wrecked and scrapped 1966"
Samsmola,Cargo,3024,New England Shipbuilding Corp,1944-04-06,1944-05-20,1944-05-27,51.0,Samsmola,Scrapped 1968
George B McFarland,Cargo,2686,Permanente Metals Co Yard,1944-05-01,1944-05-21,1944-05-29,28.0,George B. McFarland,Scrapped 1964
Juliette Low,Cargo,2446,Southeastern Shipbuilding Corp,1944-03-15,1944-05-12,1944-05-29,75.0,Juliette Low,Scrapped 1972
Samsoaring,Cargo,2629,Bethlehem-Fairfield Shipyards,1944-03-31,1944-05-02,1944-05-29,59.0,Samsoaring,"Sold private 1947, wrecked and abandoned 1968"
Jean Ribaut,Cargo,2300,J A Jones Construction Co (Panama City),1944-03-23,1944-05-05,1944-05-29,67.0,Jean Ribault,Scrapped 1970
James K Paulding,Cargo,2477,St Johns River Shipbuilding Co,1944-03-30,1944-05-12,1944-05-30,61.0,James K. Paulding,Scrapped 1964
Rufus Choate,Cargo,2931,Todd Houston Shipbuilding Corp,1944-04-08,1944-05-17,1944-05-30,52.0,Rufus Choate,Scrapped 1971
Le Baron Russell Briggs,Cargo,2301,J A Jones Construction Co (Panama City),1944-03-29,1944-05-12,1944-05-31,63.0,LeBaron Russell Briggs,"Scuttled off Cape Canaveral FL, with a cargo of nerve gas 1970"
Charles W Wooster,Cargo,2461,Delta Shipbuilding Co,1944-03-06,1944-04-20,1944-05-31,86.0,Charles W. Wooster,Scrapped 1969
Gus W Darnell,Cargo,2932,Todd Houston Shipbuilding Corp,1944-04-14,1944-05-22,1944-05-31,47.0,Gus W. Darnell,"Torpedoed off Samar Island 1944, repaired, to U.S. Navy as Justin (IX-228), scrapped 1954"
William H Clagett,Cargo,2687,Permanente Metals Co Yard,1944-05-03,1944-05-23,1944-05-31,28.0,William H. Clagett,Sold private 1968 and converted to a crane barge
Samlistar,Cargo,2636,Bethlehem-Fairfield Shipyards,1944-04-17,1944-05-19,1944-05-31,44.0,Samlistar,"Sold private 1947, wrecked and sunk 1962"
Jose Pedro Varela,Cargo,2688,Permanente Metals Co Yard,1944-05-05,1944-05-25,1944-05-31,26.0,José Pedro Varela,"Sold private 1947, scrapped 1968"
Jesse H Metcalf,Cargo,3122,Walsh-Kaiser Co,1943-11-13,1944-03-03,1944-05-31,200.0,Jesse H. Metcalf,Scrapped 1971
Samtorch,Cargo,2635,Bethlehem-Fairfield Shipyards,1944-04-14,1944-05-17,1944-05-31,47.0,Samtorch,"Sold private 1947, scrapped 1967"
Chourre,Cargo,2637,Bethlehem-Fairfield Shipyards,1944-04-20,1944-05-22,1944-05-31,41.0,Dumaran,"To U.S. Navy as ARG-14, then Chourre (ARV-1), scrapped 1971"
George Hawley,Cargo,3025,New England Shipbuilding Corp,1944-04-06,1944-05-20,1944-05-31,55.0,George Hawley,"Torpedoed and beached near Falmouth 1945, refloated and scuttled 1946"
Joseph Squires,Cargo,3028,New England Shipbuilding Corp,1944-04-12,1944-05-22,1944-05-31,49.0,Joseph Squires,Scrapped 1969
Thomas J Lyons,Cargo,2478,St Johns River Shipbuilding Co,1944-04-07,1944-05-18,1944-06-02,56.0,Thomas J. Lyons,Scrapped 1963
Samuel L Cobb,Cargo,2689,Permanente Metals Co Yard,1944-05-06,1944-05-27,1944-06-03,28.0,Samuel L. Cobb,"Sold private 1946, broke up and scrapped 1971"
Samspeed,Cargo,2638,Bethlehem-Fairfield Shipyards,1944-04-22,1944-05-22,1944-06-03,42.0,Samspeed,"Sold private 1947, sunk 1966"
Samuel F B Morse,Cargo,2647,Bethlehem-Fairfield Shipyards,1944-04-25,1944-05-24,1944-06-04,40.0,Samuel F. B. Morse,"Sold private 1947, scrapped 1968"
William Wheelwright,Cargo,2464,Delta Shipbuilding Co,1944-03-13,1944-04-27,1944-06-05,84.0,William Wheelwright,Scrapped 1973
Edward P Ripley,Cargo,2690,Permanente Metals Co Yard,1944-05-08,1944-05-29,1944-06-06,29.0,Edward P. Ripley,"Sold private 1947, scrapped 1968"
Robert Henri,Cargo,2913,Todd Houston Shipbuilding Corp,1944-01-06,1944-02-22,1944-06-06,152.0,Robert Henri,Scrapped 1958
Howard Gray,Cargo,2302,J A Jones Construction Co (Panama City),1944-04-06,1944-05-18,1944-06-07,62.0,Howard Gray,"Sold private 1947, scrapped 1969"
Eleazar Lord,Cargo,2933,Todd Houston Shipbuilding Corp,1944-04-19,1944-05-26,1944-06-07,49.0,Eleazar Lord,Scrapped 1967
Charles J Colden,Cargo,2691,Permanente Metals Co Yard,1944-05-10,1944-05-31,1944-06-08,29.0,Charles J. Colden,Scrapped 1971
Samtana,Cargo,2643,Bethlehem-Fairfield Shipyards,1944-05-02,1944-05-30,1944-06-09,38.0,Samtana,"Sold private 1947, scrapped 1967"
Themistocles,Cargo,2447,Southeastern Shipbuilding Corp,1944-04-11,1944-05-22,1944-06-09,59.0,Francis S. Bartow,"Sold private 1947, scrapped 1971"
Samoland,Cargo,2359,J A Jones Construction Co (Brunswick),1944-04-10,1944-05-20,1944-06-09,60.0,Samoland,"Sold private 1947, wrecked 1955, declared a total loss but rebuilt, wrecked and scrapped 1968"
Henry T Scott,Cargo,2692,Permanente Metals Co Yard,1944-05-12,1944-06-02,1944-06-10,29.0,Henry T. Scott,Scrapped 1965
Samluzon,Cargo,2639,Bethlehem-Fairfield Shipyards,1944-04-24,1944-05-27,1944-06-12,49.0,Samluzon,"Sold private 1947, scrapped 1969"
Juan N Seguin,Cargo,2934,Todd Houston Shipbuilding Corp,1944-04-26,1944-05-31,1944-06-12,47.0,Juan N. Seguin,Scrapped 1966
Harriet Tubman,Cargo,3032,New England Shipbuilding Corp,1944-04-19,1944-06-03,1944-06-13,55.0,Harriet Tubman,Scrapped 1972
Raymond Clapper,Cargo,2479,St Johns River Shipbuilding Co,1944-04-17,1944-05-22,1944-06-13,57.0,Raymond Clapper,"Sold private, sunk 1966"
Samskern,Cargo,2644,Bethlehem-Fairfield Shipyards,1944-05-05,1944-06-03,1944-06-13,39.0,Samskern,"Sold private 1947, wrecked and abandoned 1969"
H H Raymond,Cargo,2303,J A Jones Construction Co (Panama City),1944-04-13,1944-05-24,1944-06-14,62.0,H. H. Raymond,Scrapped 1971
Joseph-Augustin Chevalier,Cargo,3029,New England Shipbuilding Corp,1944-04-20,1944-06-07,1944-06-14,55.0,Joseph Augustin Chevalier,"Sold private 1947, sunk 1961"
Betram G Goodhue,Cargo,2935,Todd Houston Shipbuilding Corp,1944-04-29,1944-06-04,1944-06-15,47.0,Bertram G. Goodhue,Scrapped 1967
Samindoro,Cargo,2641,Bethlehem-Fairfield Shipyards,1944-04-26,1944-06-05,1944-06-15,50.0,Samindoro,"Sold private 1947, scrapped 1967"
Ovid Butler,Cargo,2693,Permanente Metals Co Yard,1944-05-20,1944-06-07,1944-06-15,26.0,Ovid Butler,Scrapped 1965
Oliver Loving,Cargo,2936,Todd Houston Shipbuilding Corp,1944-05-04,1944-06-06,1944-06-17,44.0,Oliver Loving,Scrapped 1970
General Vatutin,Cargo,2694,Permanente Metals Co Yard,1944-05-21,1944-06-09,1944-06-17,27.0,Jay Cooke,"To Russia 1944 as General Vatutin, scrapped 1975"
Donald W Bain,Cargo,2360,J A Jones Construction Co (Brunswick),1944-04-17,1944-05-25,1944-06-17,61.0,Donald W. Bain,"Sold private 1947, wrecked 1951, declared total loss but rebuilt, scrapped 1969"
William Leavitt,Cargo,3030,New England Shipbuilding Corp,1944-04-20,1944-06-07,1944-06-19,60.0,William Leavitt,Scrapped 1964
Chung Tung,Cargo,2642,Bethlehem-Fairfield Shipyards,1944-04-29,1944-06-07,1944-06-19,51.0,William Hodson,"Sold private 1947, scrapped 1970"
Jacob Sloat Fassett,Cargo,2863,Southeastern Shipbuilding Corp,1944-04-12,1944-05-31,1944-06-21,70.0,Jacob Sloat Fassett,Scrapped 1965
Terry E Stephenson,Cargo,2695,Permanente Metals Co Yard,1944-05-23,1944-06-13,1944-06-21,29.0,Terry E. Stephenson,Scrapped 1971
Andrew W Preston,Cargo,2937,Todd Houston Shipbuilding Corp,1944-05-09,1944-06-12,1944-06-21,43.0,Andrew W. Preston,"Sold private 1947, scrapped 1969"
Samnegros,Cargo,2640,Bethlehem-Fairfield Shipyards,1944-05-11,1944-06-10,1944-06-22,42.0,Samnegros,"Sold private 1947, scrapped 1967"
Frank Adair Monroe,Cargo,2791,Delta Shipbuilding Co,1944-03-22,1944-05-02,1944-06-22,92.0,Frank Adair Monroe,"Wrecked 1960, declared total loss, scrapped 1968"
M Michael Edelstein,Cargo,2305,J A Jones Construction Co (Panama City),1944-04-28,1944-06-05,1944-06-22,55.0,M. Michael Edelstein,"Sold private 1947, scrapped 1969"
Hugh J Kilpatrick,Cargo,2480,St Johns River Shipbuilding Co,1944-04-21,1944-05-31,1944-06-22,62.0,Hugh J. Kilpatrick,"Sold private 1947, scrapped 1969"
Miaoulis,Cargo,3031,New England Shipbuilding Corp,1944-04-20,1944-06-07,1944-06-23,64.0,Miaoulis,"Sold private 1947, scrapped 1967"
Augustine B McManus,Cargo,2361,J A Jones Construction Co (Brunswick),1944-04-21,1944-06-10,1944-06-24,64.0,Augustine B. McManus,Scrapped 1970
Samsylarna,Cargo,2645,Bethlehem-Fairfield Shipyards,1944-05-08,1944-06-10,1944-06-24,47.0,Samsylarna,"Torpedoed from the air 1944, repaired and sold private 1951, scrapped 1971"
Samlamu,Cargo,2646,Bethlehem-Fairfield Shipyards,1944-05-10,1944-06-14,1944-06-26,47.0,Samlamu,"Sold private 1947, scrapped 1982"
Brigadeer General Alfred J Lyon,Cargo,2938,Todd Houston Shipbuilding Corp,1944-05-12,1944-06-15,1944-06-26,45.0,Nathaniel Scudder,"To U.S. Army 1944, aircraft repair ship Brigadier General Alfred J. Lyon"
Thomas F Hunt,Cargo,2696,Permanente Metals Co Yard,1944-05-25,1944-06-16,1944-06-28,34.0,Thomas F. Hunt,Sold private 1964 and converted to a crane barge
Assistance,Cargo,2649,Bethlehem-Fairfield Shipyards,1944-05-17,1944-06-20,1944-06-28,42.0,,"To U.S. Navy as AR-17, to Britain 1944 as HMS Assistance (F 173), returned 1946, scrapped 1974"
Richard Upjohn,Cargo,2864,Southeastern Shipbuilding Corp,1944-04-15,1944-06-08,1944-06-28,74.0,Richard Upjohn,"Reefed off Horn Island MS, 1976"
Aram J Pothier,Cargo,3036,New England Shipbuilding Corp,1944-05-01,1944-06-16,1944-06-28,58.0,Aram J. Pothier,Scrapped 1970
Noah Brown,Cargo,2481,St Johns River Shipbuilding Co,1944-04-28,1944-06-08,1944-06-28,61.0,Noah Brown,"Sold private 1947, scrapped 1969"
William D Bloxham,Cargo,2306,J A Jones Construction Co (Panama City),1944-05-05,1944-06-13,1944-06-28,54.0,William D. Bloxham,"Sold private 1947, scrapped 1972"
Dexter W Fellows,Cargo,2648,Bethlehem-Fairfield Shipyards,1944-05-12,1944-06-16,1944-06-29,48.0,Dexter W. Fellows,"Sold private 1947, sunk 1969"
John B Hamilton,Cargo,2939,Todd Houston Shipbuilding Corp,1944-05-16,1944-06-19,1944-06-29,44.0,either John B. Hamilton (Surgeon General) or John Hamilton (Colonial governor of New Jersey),Scrapped 1976
Nathaniel Silsbee,Cargo,2940,Todd Houston Shipbuilding Corp,1944-05-18,1944-06-23,1944-06-30,43.0,Nathaniel Silsbee,Scrapped 1972
Nick Stoner,Cargo,2307,J A Jones Construction Co (Panama City),1944-05-12,1944-06-17,1944-06-30,49.0,Nick Stoner,Scrapped 1964
General Panfilov,Cargo,2697,Permanente Metals Co Yard,1944-05-27,1944-06-17,1944-06-30,34.0,George E. Goodfellow,"To Russia 1944 as General Panfilov, scrapped 1976"
Thomas H Sumner,Cargo,3034,New England Shipbuilding Corp,1944-05-08,1944-06-24,1944-06-30,53.0,Thomas H. Sumner,"Sold private 1947, sunk 1966"
Oakley Wood,Cargo,2650,Bethlehem-Fairfield Shipyards,1944-05-19,1944-06-19,1944-06-30,42.0,Oakley Wood,"Sold private 1947, wrecked and abandoned 1967"
William G Lee,Cargo,2865,Southeastern Shipbuilding Corp,1944-04-24,1944-06-15,1944-06-30,67.0,William G. Lee,"Sold private 1947, scrapped 1970"
James B Duke,Cargo,2362,J A Jones Construction Co (Brunswick),1944-04-29,1944-06-19,1944-06-30,62.0,James B. Duke,Scrapped 1972
Hendrik Willem Van Loon,Cargo,2482,St Johns River Shipbuilding Co,1944-05-05,1944-06-14,1944-07-02,58.0,Hendrik Willem van Loon,Scrapped 1965
Ernest W Gibson,Cargo,3033,New England Shipbuilding Corp,1944-04-24,1944-06-10,1944-07-02,69.0,Ernest W. Gibson,"Sold private 1947, scrapped 1969"
Augustus P Loring,Cargo,3039,New England Shipbuilding Corp,1944-05-10,1944-06-27,1944-07-03,54.0,Augustus P. Loring,Scrapped 1971
W P Few,Cargo,2363,J A Jones Construction Co (Brunswick),1944-05-01,1944-06-22,1944-07-03,63.0,W. P. Few,"Wrecked 1945, CTL, scrapped 1959"
Alexander W Doniphan,Cargo,2466,Delta Shipbuilding Co,1944-03-28,1944-05-15,1944-07-05,99.0,Alexander W. Doniphan,Scrapped 1964
Justo Arosemena,Cargo,2698,Permanente Metals Co Yard,1944-06-07,1944-06-26,1944-07-06,29.0,Justo Arosemena,Scrapped 1970
Amasa Delano,Cargo,2790,Delta Shipbuilding Co,1944-03-31,1944-05-16,1944-07-06,97.0,Amasa Delano,"Sold private 1951, scrapped 1968"
Sidney Wright,Cargo,2652,Bethlehem-Fairfield Shipyards,1944-05-22,1944-06-26,1944-07-07,46.0,Sidney Wright,"Sold private 1947, scrapped 1967"
William S Baer,Cargo,2651,Bethlehem-Fairfield Shipyards,1944-05-22,1944-06-27,1944-07-08,47.0,William S. Baer,"Sold private 1947, scrapped 1970"
Robert Watchorn,Cargo,2941,Todd Houston Shipbuilding Corp,1944-05-23,1944-06-27,1944-07-08,46.0,Robert Watchorn,"Sold private 1947, scrapped 1968"
Joseph C Lincoln,Cargo,3035,New England Shipbuilding Corp,1944-05-08,1944-06-24,1944-07-08,61.0,Joseph C. Lincoln,"Sold private 1947, scrapped 1966"
Samuel Gompers II,Cargo,2699,Permanente Metals Co Yard,1944-06-09,1944-06-28,1944-07-10,31.0,Samuel Gompers,Scrapped 1960
Mary Pickersgill,Cargo,2654,Bethlehem-Fairfield Shipyards,1944-05-27,1944-06-29,1944-07-11,45.0,Mary Pickersgill,"Sold private 1947, scrapped 1971"
Tomas Guardia,Cargo,2942,Todd Houston Shipbuilding Corp,1944-05-27,1944-06-30,1944-07-12,46.0,Tomas Guardia,Scrapped 1964
William Hodson,Cargo,2653,Bethlehem-Fairfield Shipyards,1944-05-23,1944-06-29,1944-07-12,50.0,William Hodson,"Sold private 1947, scrapped 1963"
Stephen Beasley,Cargo,2483,St Johns River Shipbuilding Co,1944-05-13,1944-06-24,1944-07-13,61.0,Stephen Beasley,Scrapped 1961
Ruben Dario,Cargo,2866,Southeastern Shipbuilding Corp,1944-05-01,1944-06-22,1944-07-13,73.0,Rubén Darío,Scrapped 1963
Benjamin Warner,Cargo,2700,Permanente Metals Co Yard,1944-06-13,1944-07-01,1944-07-14,31.0,Benjamin Warner,The last Liberty Ship built in the West Coast of the United States. Scrapped 1971
Alexander S Clay,Cargo,2364,J A Jones Construction Co (Brunswick),1944-05-15,1944-06-30,1944-07-15,61.0,Alexander S. Clay,Scrapped 1970
Joseph B Eastman,Cargo,2655,Bethlehem-Fairfield Shipyards,1944-05-30,1944-07-01,1944-07-15,46.0,Joseph B. Eastman,"Sold private April 1947 renamed Portmar, sold for scrap April 1971"
William E Dodd,Cargo,2308,J A Jones Construction Co (Panama City),1944-05-19,1944-06-22,1944-07-15,57.0,William E. Dodd,"Sold private 1947, scrapped 1967"
B Charney Vladeck,Cargo,3040,New England Shipbuilding Corp,1944-05-17,1944-07-07,1944-07-17,61.0,B. Charney Vladeck,"Sold private 1947, sunk 1967"
Walker D Hines,Cargo,2796,Delta Shipbuilding Co,1944-04-18,1944-06-02,1944-07-17,90.0,Walker D. Hines,Scuttled in the Atlantic 1970
Laura Drake Gill,Cargo,2943,Todd Houston Shipbuilding Corp,1944-06-01,1944-07-08,1944-07-19,48.0,Laura Drake Gill,"Sold private 1947, scrapped 1967"
Jasper F Cropsey,Cargo,2484,St Johns River Shipbuilding Co,1944-05-19,1944-06-30,1944-07-20,62.0,Jasper F. Cropsey,"Sold private 1947, scrapped 1967"
Brigadear General Clinton W Russell,Cargo,2794,Delta Shipbuilding Co,1944-04-06,1944-05-16,1944-07-20,105.0,Robert W. Bingham,To U.S. Army 1944 as aircraft repair unit Brigadier General Clinton W. Russell. Scrapped 1959
George L Farley,Cargo,3037,New England Shipbuilding Corp,1944-05-22,1944-07-12,1944-07-20,59.0,George L. Farley,Reefed off South Padre Island TX 1975
Diligence,Cargo,2658,Bethlehem-Fairfield Shipyards,1944-06-07,1944-07-08,1944-07-20,43.0,Diligence,"To U.S. Navy as AR-18, to Britain 1944 as HMS Diligence (F 174), returned 1946, scrapped 1973"
Benjamin Brown French,Cargo,2867,Southeastern Shipbuilding Corp,1944-05-13,1944-06-29,1944-07-20,68.0,Benjamin Brown French,Scrapped 1967
F Southall Farrar,Cargo,2365,J A Jones Construction Co (Brunswick),1944-05-22,1944-07-04,1944-07-20,59.0,F. Southall Farrar,Scrapped 1966
J H Drummond,Cargo,2309,J A Jones Construction Co (Panama City),1944-05-25,1944-06-30,1944-07-20,56.0,Josiah Hayden Drummond,"Sold private 1947, wrecked and scrapped 1966"
George W Alther,Cargo,2793,Delta Shipbuilding Co,1944-04-14,1944-05-22,1944-07-22,99.0,George W. Alther,"Sold private 1951, scrapped 1968"
Walter Kidde,Cargo,2656,Bethlehem-Fairfield Shipyards,1944-06-03,1944-07-10,1944-07-22,49.0,Walter Kidde,"Sold private 1947, scrapped 1966"
George R Holmes,Cargo,2657,Bethlehem-Fairfield Shipyards,1944-06-05,1944-07-11,1944-07-24,49.0,George R. Holmes,"Sold private 1947, scrapped 1969"
Angus McDonald,Cargo,2944,Todd Houston Shipbuilding Corp,1944-06-05,1944-07-12,1944-07-24,49.0,Angus McDonald,Scrapped 1969
William L Watson,Cargo,2310,J A Jones Construction Co (Panama City),1944-06-06,1944-07-13,1944-07-26,50.0,William L. Watson,"Sold private 1947, scrapped 1967"
James Sullivan,Cargo,3041,New England Shipbuilding Corp,1944-05-23,1944-07-13,1944-07-26,64.0,James Sullivan,Scrapped 1965
James W Cannon,Cargo,2366,J A Jones Construction Co (Brunswick),1944-05-25,1944-07-12,1944-07-26,62.0,James W. Cannon,"Sold private 1947, scrapped 1963"
Andrew J Newbury,Cargo,3038,New England Shipbuilding Corp,1944-05-22,1944-07-12,1944-07-26,65.0,Andrew J. Newbury,"To U.S. Navy as YAG, scrapped 1973"
Cyrus Adler,Cargo,2792,Delta Shipbuilding Co,1944-04-21,1944-06-19,1944-07-26,96.0,Cyrus Adler,Scrapped 1960
William Crane Gray,Cargo,2485,St Johns River Shipbuilding Co,1944-05-23,1944-07-12,1944-07-27,65.0,William Crane Gray,Scrapped 1972
Wynn Seale,Cargo,2945,Todd Houston Shipbuilding Corp,1944-06-07,1944-07-17,1944-07-28,51.0,Wynn Seale,"Sold private 1964, converted to derrick barge"
Stephen Leacock,Cargo,2868,Southeastern Shipbuilding Corp,1944-05-22,1944-07-11,1944-07-28,67.0,Stephen Leacock,Scrapped 1969
Frederic A Kummer,Cargo,2659,Bethlehem-Fairfield Shipyards,1944-06-10,1944-07-18,1944-07-28,48.0,Frederic A. Kummer,Scrapped 1967
Edward A Savoy,Cargo,2660,Bethlehem-Fairfield Shipyards,1944-06-15,1944-07-19,1944-07-29,44.0,Edward A. Savoy,"Sold private 1947, sunk 1956"
John R McQuigg,Cargo,2311,J A Jones Construction Co (Panama City),1944-06-14,1944-07-19,1944-07-31,47.0,John R. McQuigg,"Sold private 1947, scrapped 1968"
T E Mitchell,Cargo,2946,Todd Houston Shipbuilding Corp,1944-06-13,1944-07-21,1944-07-31,48.0,T. E. Mitchell,Scrapped 1970
Frank Park ,Cargo,2367,J A Jones Construction Co (Brunswick),1944-06-10,1944-07-21,1944-07-31,51.0,Frank Park,Scrapped 1962
Edward E Spafford,Cargo,3045,New England Shipbuilding Corp,1944-06-05,1944-07-22,1944-07-31,56.0,Edward E. Spafford,Scrapped 1974
Ethelbert Nevin,Cargo,2486,St Johns River Shipbuilding Co,1944-06-01,1944-07-18,1944-07-31,60.0,Ethelbert Nevin,Scrapped 1960
Vincent Harrington,Cargo,2661,Bethlehem-Fairfield Shipyards,1944-06-16,1944-07-22,1944-07-31,45.0,Vincent Harrington,"Sold private 1947, scrapped 1963"
Ferdinand R Hassler,Cargo,2799,Delta Shipbuilding Co,1944-05-03,1944-06-22,1944-08-01,90.0,Ferdinand R. Hassler,Scrapped 1973
Collin McKinney,Cargo,2795,Delta Shipbuilding Co,1944-04-28,1944-06-21,1944-08-05,99.0,Collin McKinney,Scrapped 1967
Lot M Morrill,Cargo,3042,New England Shipbuilding Corp,1944-06-08,1944-07-29,1944-08-05,58.0,Lot M. Morrill,Scrapped 1967
Charles A Keffer,Cargo,2869,Southeastern Shipbuilding Corp,1944-06-01,1944-07-15,1944-08-05,65.0,Charles A. Keffer,Scrapped 1972
Carlos J Finlay,Cargo,2947,Todd Houston Shipbuilding Corp,1944-06-16,1944-07-25,1944-08-07,52.0,Carlos J. Finlay,Scrapped 1970
W S Jennings,Cargo,2487,St Johns River Shipbuilding Co,1944-06-09,1944-07-25,1944-08-09,61.0,W. S. Jennings,Scrapped 1970
Appanoose,Cargo,2662,Bethlehem-Fairfield Shipyards,1944-06-20,1944-07-27,1944-08-10,51.0,A. J. Cassatt,"To U.S. Navy as Appanoose (AK-226), scrapped 1965"
Kyle V Johnson,Cargo,2948,Todd Houston Shipbuilding Corp,1944-06-20,1944-07-28,1944-08-10,51.0,Kyle V. Johnson,Scrapped 1975
Marcus H Tracy,Cargo,3046,New England Shipbuilding Corp,1944-06-12,1944-07-31,1944-08-10,59.0,Marcus H. Tracy,Scrapped 1969
S Wiley Wakeman,Cargo,2663,Bethlehem-Fairfield Shipyards,1944-06-26,1944-07-28,1944-08-11,46.0,S. Wiley Wakeman,Wrecked and scrapped 1946
Carl E Ladd,Cargo,2312,J A Jones Construction Co (Panama City),1944-06-19,1944-07-26,1944-08-11,53.0,Carl E. Ladd,Scrapped 1967
Risden Tyler Bennett,Cargo,2870,Southeastern Shipbuilding Corp,1944-06-12,1944-07-22,1944-08-11,60.0,Risden Tyler Bennett,Scrapped 1963
Joseph N Dinand,Cargo,3043,New England Shipbuilding Corp,1944-06-08,1944-07-29,1944-08-12,65.0,Joseph N. Dinand,"Sold private 1947, scuttled with obsolete ammo 1964"
Eugene T Chamberlain,Cargo,2368,J A Jones Construction Co (Brunswick),1944-06-19,1944-08-01,1944-08-13,55.0,Eugene T. Chamberlain,Scrapped 1969
Jacob A Westervelt,Cargo,2949,Todd Houston Shipbuilding Corp,1944-06-24,1944-08-02,1944-08-15,52.0,Jacob A. Westervelt,Scrapped 1972
